17 5 5
assets/Game/Sprites/Stage1/back_front.png 1 1 1 1 1 1
assets/Game/Sprites/Stage1/back_back.png 1 1 1 1 1 1
assets/Game/Sprites/Stage1/chip_front_1.png 1 1 1 0 1 1
assets/Game/Sprites/Stage1/chip_front_2.png 1 1 1 1 1 1
assets/Game/Sprites/Stage1/chip_back_1.png 1 1 1 0 1 1
assets/Game/Sprites/Stage1/chip_back_2.png 1 1 1 1 1 1
assets/Game/Sprites/Stage2/back_front.png 1 1 1 1 1 1
assets/Game/Sprites/Stage2/back_back.png 1 1 1 1 1 1
assets/Game/Sprites/Common/bamboo.png 1 1 1 0 1 1
assets/Game/Sprites/Stage3/back_back.png 1 1 1 1 1344 480
assets/Game/Sprites/Stage3/back_front.png 1 1 1 1 1344 480
assets/Game/Sprites/Stage3/chip_back_1.png 1 1 1 1 48 48
assets/Game/Sprites/Stage3/chip_back_2.png 1 1 1 1 48 48
assets/Game/Sprites/Stage2/chip_back_1.png 1 1 1 1 48 48
assets/Game/Sprites/Stage2/chip_back_2.png 1 1 1 1 48 48
assets/Game/Sprites/Stage2/chip_front_1.png 1 1 1 1 48 48
assets/Game/Sprites/Stage2/chip_front_2.png 1 1 1 1 48 48
