2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
3 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
3 0 3
3 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
3 0 3
3 0 3
3 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
3 0 3
3 0 3
3 0 3
3 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
3 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
3 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
2 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
5 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
5 0 3
5 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
5 0 3
5 0 3
5 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
5 0 3
5 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
5 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
5 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
5 0 3
5 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
5 0 3
5 0 3
5 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
5 0 3
5 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
5 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
4 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
-1 0 3
0 1 0 1 0 0
1
216 120 0
0
2
552 72 0 1
216 -120 0 0
1
-120 72 0 2
0
0
1
360 -168 0 3 0
0
0
0
0
0
-1
